City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
356,Bambous Virieux,40,MU,1650908906,73,-20.3428,57.7575,75.45,11.5
357,Kem',100,RU,1650908907,85,64.9555,34.5793,34.18,3.69
358,Faya,11,SA,1650908907,51,18.3851,42.4509,66.31,3.62
359,Lavrentiya,81,RU,1650908908,87,65.5833,-171.0,19.26,6.51
360,Guánica,31,PR,1650908908,69,17.9716,-66.908,84.51,10.63
361,Yamada,100,JP,1650908908,84,39.4667,141.95,54.91,6.69
362,San Buenaventura,87,MX,1650908909,59,27.0833,-101.5333,83.48,10.0
363,Puri,5,IN,1650908909,90,19.8,85.85,84.72,16.02
364,Dubbo,100,AU,1650908910,88,-32.25,148.6167,57.33,10.36
365,Lodja,86,CD,1650908911,96,-3.4833,23.4333,71.69,0.87
366,Kuala Sungai Baru,100,MY,1650908911,85,2.3594,102.0353,77.04,5.77
367,La Plata,22,AR,1650908900,47,-34.9215,-57.9545,76.01,10.25
368,Grand-Lahou,76,CI,1650908912,79,5.1367,-5.0242,81.39,7.78
369,Nelipyno,88,UA,1650908912,95,48.561,23.0315,48.16,3.91
370,Simao,0,CN,1650908913,48,22.7886,100.9748,65.68,0.29
371,Conceição da Barra,34,BR,1650908913,61,-18.5933,-39.7322,83.1,9.01
372,Kindu,99,CD,1650908914,96,-2.95,25.95,72.3,2.48
373,Toumodi,48,CI,1650908914,57,6.5613,-5.0158,85.86,5.23
374,Deputatsky,100,RU,1650908915,99,69.3,139.9,-0.17,2.44
375,Beitbridge,25,ZW,1650908916,46,-22.2167,30.0,77.85,9.91
376,Sibiti,100,CG,1650908917,93,-3.6819,13.3499,72.39,1.39
377,Vestmanna,75,FO,1650908917,81,62.1564,-7.1664,40.12,20.71
378,Trabzon Province,0,TR,1650908918,77,40.9167,39.8333,51.89,9.22
379,Nemuro,38,JP,1650908919,79,43.3236,145.575,39.54,9.98
380,Vallenar,0,CL,1650908920,26,-28.5708,-70.7581,79.75,7.92
381,Cascais,61,PT,1650908781,70,38.6979,-9.4215,65.52,14.0
382,Cabo San Lucas,7,MX,1650908647,69,22.8909,-109.9124,84.06,4.68
383,Havre-St-Pierre,40,CA,1650908921,81,50.2334,-63.5986,39.56,9.22
384,Leningradskiy,78,RU,1650908921,96,69.3833,178.4167,4.82,6.29
385,Tibú,98,CO,1650908922,54,8.639,-72.7358,90.19,2.68
386,Neuquén,0,AR,1650908866,24,-38.9516,-68.0591,64.29,16.11
387,Cacequi,97,BR,1650908923,65,-29.8836,-54.825,82.47,16.49
388,Souillac,40,MU,1650908924,73,-20.5167,57.5167,75.58,11.5
389,Yarmouth,0,US,1650908925,53,41.7057,-70.2286,60.98,9.22
390,Harper,100,LR,1650908926,82,4.375,-7.7169,80.71,5.97
391,Kushmurun,53,KZ,1650908926,40,52.4503,64.6311,51.1,11.7
392,Mehamn,20,NO,1650908926,80,71.0357,27.8492,30.15,6.91
393,Touros,41,BR,1650908927,62,-5.1989,-35.4608,84.85,13.27
394,Katherine,40,AU,1650908928,57,-14.4667,132.2667,80.92,5.75
395,Gīdolē,100,ET,1650908929,93,5.65,37.3667,57.06,2.15
396,Whitehorse,75,CA,1650908930,84,60.7161,-135.0538,42.1,2.3
397,Prince Rupert,100,CA,1650908930,87,54.3161,-130.3201,44.69,24.16
398,Berlevåg,97,NO,1650908931,66,70.8578,29.0864,30.2,14.81
399,Buchanan,94,LR,1650908931,80,5.8808,-10.0467,81.75,9.08
400,Sakaiminato,75,JP,1650908932,94,35.55,133.2333,60.78,5.75
401,Mahibadhoo,65,MV,1650908933,65,3.7833,72.9667,84.88,2.95
402,Olafsvik,93,IS,1650908934,76,64.8945,-23.7142,44.96,5.08
403,Lago da Pedra,52,BR,1650908935,73,-4.3333,-45.1667,84.07,5.12
404,Manjacaze,21,MZ,1650908935,97,-24.7117,33.8828,70.83,4.81
405,Grand Gaube,6,MU,1650908936,70,-20.0064,57.6608,75.6,4.0
406,Haapiti,4,PF,1650908937,73,-17.5667,-149.8667,80.33,4.43
407,Leshukonskoye,100,RU,1650908938,91,64.8989,45.7622,33.44,2.93
408,Lubuk Pakam,97,ID,1650908939,92,3.5604,98.8767,75.34,1.86
409,Oga,84,IT,1650908939,97,46.4631,10.347,45.28,1.57
410,Vangaindrano,99,MG,1650908940,84,-23.35,47.6,73.02,4.74
411,Kupino,33,RU,1650908941,48,54.3663,77.2981,41.38,6.89
412,Geraldton,75,AU,1650908941,83,-28.7667,114.6,68.41,13.8
413,Mattru,65,SL,1650908942,66,7.6244,-11.8332,84.65,8.57
414,Camopi,95,GF,1650908943,93,3.1655,-52.3158,80.11,3.87
415,Zhalantun,100,CN,1650908944,99,48.0,122.7167,35.55,5.3
416,Norrköping,20,SE,1650908944,33,58.5942,16.1826,57.58,4.61
417,Flagstaff,0,US,1650908881,22,35.1981,-111.6513,62.1,1.99
418,Poirino,40,IT,1650908945,63,44.9208,7.8469,63.79,0.0
419,Risod,2,IN,1650908946,16,19.9667,76.7833,91.83,9.8
420,Ilulissat,75,GL,1650908947,86,69.2167,-51.1,28.42,3.44
421,Kalmunai,75,LK,1650908947,77,7.4167,81.8167,81.73,5.5
422,Oriximiná,80,BR,1650908948,71,-1.7656,-55.8661,85.23,4.47
423,Mersing,20,MY,1650908948,100,2.4312,103.8405,75.11,5.75
424,Kamiiso,85,JP,1650908949,69,41.8167,140.65,49.86,2.37
425,Tommot,100,RU,1650908950,97,58.9564,126.2925,27.07,0.38
426,Kashgar,66,CN,1650908950,11,39.4547,75.9797,69.01,13.42
427,Slave Lake,0,CA,1650908951,43,55.2834,-114.769,48.18,23.02
428,Vila Velha,75,BR,1650908952,70,-20.3297,-40.2925,84.15,13.8
429,Nahariya,0,IL,1650908953,88,33.0059,35.0941,71.51,8.77
430,Codrington,85,AU,1650908953,82,-38.2667,141.9667,54.52,8.23
431,Singaraja,43,ID,1650908953,82,-8.112,115.0882,79.84,2.04
432,Ayer Tawar,40,MY,1650908954,94,4.2954,100.7548,79.09,0.0
433,Dvinskoy,99,RU,1650908954,93,62.1535,45.1175,39.72,7.29
434,Varkaus,84,FI,1650908954,76,62.3153,27.873,38.91,2.24
435,West Wendover,0,US,1650908955,40,40.7391,-114.0733,51.01,9.22
436,San Quintín,0,MX,1650908955,27,30.4833,-115.95,75.15,7.09
437,Datong,44,CN,1650908956,21,40.0936,113.2914,51.1,19.82
438,Anadyr,0,RU,1650908956,79,64.75,177.4833,25.3,22.37
439,Kumul,78,CN,1650908956,23,42.8,93.45,66.79,15.73
440,Grajaú,51,BR,1650908957,74,-5.8194,-46.1386,83.86,5.75
441,Praia,0,CV,1650908957,37,14.9215,-23.5087,84.74,20.71
442,Surgut,0,RU,1650908958,60,61.25,73.4167,39.38,6.71
443,Angoche,100,MZ,1650908958,87,-16.2325,39.9086,78.01,3.91
444,Lata,70,PT,1650908958,61,40.1629,-8.3327,61.81,7.27
445,Sørland,91,NO,1650908959,62,67.667,12.6934,37.26,25.95
446,Kokkola,20,FI,1650908959,84,63.8385,23.1307,41.04,5.75
447,Chul'man,74,RU,1650908959,98,56.8479,124.9104,5.34,1.05
448,Dillon,0,US,1650908862,41,34.4166,-79.3712,84.94,8.61
449,Riberalta,75,BO,1650908960,62,-10.9833,-66.1,89.8,9.22
450,Martapura,100,ID,1650908960,100,-3.4167,114.85,77.09,3.44
451,Gander,75,CA,1650908960,66,48.9682,-54.5906,51.93,16.11
452,Sars,100,RU,1650908961,92,56.5502,57.1366,47.16,5.55
453,Belaya Gora,74,RU,1650908961,100,68.5333,146.4167,-5.48,3.22
454,La Asuncion,100,VE,1650908961,66,11.0333,-63.8628,85.73,17.27
455,Keti Bandar,0,PK,1650908962,75,24.1447,67.4497,82.18,13.33
456,Nagato,97,JP,1650908962,92,34.3833,131.2,62.2,16.51
457,Ambilobe,47,MG,1650908962,83,-13.2,49.05,74.19,5.12
458,Ugoofaaru,56,MV,1650908963,69,5.6667,73.0,84.83,2.1
459,San Ramon,0,US,1650908963,55,37.7799,-121.978,71.82,3.0
460,Kushiro,29,JP,1650908963,86,42.975,144.3747,38.55,3.89
461,Liberal,0,US,1650908706,30,37.0431,-100.921,53.74,13.8
462,Seymchan,99,RU,1650908964,88,62.8833,152.4333,9.07,7.23
463,Podgornoye,0,RU,1650908964,67,51.735,39.1496,55.62,2.24
464,Chumikan,8,RU,1650908965,92,54.7183,135.315,21.27,5.32
465,Sinnamary,97,GF,1650908965,76,5.3833,-52.95,82.78,9.48
466,Kondopoga,100,RU,1650908965,100,62.2057,34.2614,38.88,2.51
467,Burns Lake,83,CA,1650908966,59,54.2331,-125.7533,42.22,3.04
468,Moelv,92,NO,1650908966,56,60.9333,10.7,49.08,6.69
469,Paita,70,PE,1650908966,72,-5.0892,-81.1144,73.8,12.59
470,Alice Springs,11,AU,1650908810,94,-23.7,133.8833,53.15,0.0
471,Vila Franca do Campo,4,PT,1650908967,68,37.7167,-25.4333,61.21,11.86
472,Matara,84,LK,1650908967,88,5.9485,80.5353,78.85,2.51
473,Xining,67,CN,1650908967,55,36.6167,101.7667,50.59,3.0
474,Pangody,51,RU,1650908968,95,65.85,74.4859,9.72,7.76
475,Agropoli,0,IT,1650908958,86,40.3469,14.9966,56.44,2.91
476,Arman',100,RU,1650908968,73,59.7,150.1667,22.96,10.25
477,Magdalena,30,PH,1650908969,91,14.1999,121.429,81.36,5.97
478,Simpang,99,ID,1650908970,96,-1.2667,104.0833,75.18,0.94
479,Balashov,57,RU,1650908838,72,51.5502,43.1667,58.08,8.88
480,Saldanha,0,ZA,1650908971,77,-33.0117,17.9442,57.25,17.94
481,Chengdu,0,CN,1650908971,68,30.6667,104.0667,69.69,6.71
482,Husavik,85,IS,1650908971,73,66.0449,-17.3389,43.86,3.58
483,Kenora,100,CA,1650908972,68,49.8167,-94.4337,20.37,13.8
484,Arrondissement de Chartres,37,FR,1650908972,69,48.4167,1.5,62.71,12.53
485,Alta Floresta,75,BR,1650908972,49,-9.8756,-56.0861,94.82,6.91
486,Luwingu,77,ZM,1650908973,94,-10.2621,29.9271,63.16,3.42
487,Rabo de Peixe,40,PT,1650908973,72,37.8,-25.5833,60.31,17.27
488,Bantry,93,IE,1650908973,77,51.6833,-9.45,53.78,12.73
489,Savannah Bight,0,HN,1650908974,75,16.45,-85.85,81.01,13.89
490,Molchanovo,99,RU,1650908974,83,57.5817,83.7692,34.39,8.12
491,Fairbanks,100,US,1650908687,65,64.8378,-147.7164,41.34,0.0
492,Nosy Varika,58,MG,1650908975,80,-20.5833,48.5333,74.08,4.99
493,Price,0,US,1650908975,34,39.5994,-110.8107,53.11,6.91
494,Polonnaruwa,71,LK,1650908975,86,7.9333,81.0,77.85,1.52
495,College,75,US,1650908976,65,64.8569,-147.8028,41.32,0.0
496,Gejiu,0,CN,1650908976,55,23.306,103.1635,58.42,1.74
497,Tailai,75,CN,1650908976,85,46.3833,123.4,41.92,12.75
498,Klaksvík,92,FO,1650908977,83,62.2266,-6.589,41.92,17.83
499,Mto wa Mbu,100,TZ,1650908977,82,-3.35,35.85,71.55,1.39
500,Bereda,61,ES,1650908977,70,43.2686,-7.5406,57.42,2.82
501,Laguna,0,US,1650908978,40,38.421,-121.4238,73.02,5.75
502,Comarapa,86,BO,1650908978,73,-17.9,-64.4833,67.5,7.78
503,Riyadh,98,SA,1650908834,44,24.6877,46.7219,73.54,19.84
504,Sokna,100,NO,1650908978,44,60.24,9.9235,58.91,8.72
505,Ruidoso,12,US,1650908979,40,33.3317,-105.673,57.51,7.43
506,Piriyāpatna,91,IN,1650908979,88,12.3397,76.0992,73.33,4.38
507,Naryan-Mar,99,RU,1650908980,97,67.6713,53.087,29.89,9.89
508,Antalaha,49,MG,1650908980,87,-14.9003,50.2788,74.25,7.54
509,Araouane,0,ML,1650908981,13,18.9048,-3.5265,90.97,11.3
510,Vanimo,98,PG,1650908981,90,-2.6741,141.3028,77.86,5.37
511,Aldan,98,RU,1650908982,95,58.6031,125.3894,20.79,4.7
512,Ikovka,97,RU,1650908982,81,55.6089,64.9375,48.99,7.47
513,Hindoria,0,IN,1650908983,12,23.9,79.5667,90.54,6.31
514,Airai,99,TL,1650908984,77,-8.9266,125.4092,57.88,0.92
515,Mount Isa,100,AU,1650908985,100,-20.7333,139.5,69.57,2.3
516,Bud,100,US,1650908985,95,39.447,-86.1758,58.75,11.72
517,Springbok,0,ZA,1650908986,24,-29.6643,17.8865,55.33,6.22
518,Raduzhny,90,RU,1650908986,93,62.0961,77.475,20.77,5.37
519,Kenai,100,US,1650908986,100,60.5544,-151.2583,42.15,0.0
520,Plouzané,0,FR,1650908987,65,48.3833,-4.6167,59.05,12.66
521,Develi,59,TR,1650908987,47,38.3906,35.4922,70.95,4.09
522,Necochea,1,AR,1650908987,37,-38.5473,-58.7368,64.6,5.32
523,Tortolì,20,IT,1650908988,72,39.9256,9.6572,62.42,6.91
524,Manuk Mangkaw,77,PH,1650908988,69,4.8,119.85,83.84,1.21
525,Kirakira,48,SB,1650908988,83,-10.4544,161.9205,79.83,3.22
526,Oruzgan,100,AF,1650908989,20,32.8333,66.0,68.43,1.81
527,Lábrea,65,BR,1650908989,63,-7.2586,-64.7981,87.71,5.57
528,Labuan,40,MY,1650908989,94,5.2767,115.2417,79.16,0.0
529,Broome,91,US,1650908990,52,42.2506,-75.833,72.46,8.01
530,Gardelegen,100,DE,1650908990,71,52.5252,11.3952,50.99,5.23
531,Port Hardy,75,CA,1650908991,81,50.6996,-127.4199,46.58,9.22
532,Kathu,68,TH,1650908991,74,7.9178,98.3332,76.82,1.21
533,Carballo,57,ES,1650908991,68,43.213,-8.691,64.09,2.37
534,Coruripe,71,BR,1650908992,70,-10.1256,-36.1756,82.2,13.78
535,Mt. Pleasant,0,US,1650908809,57,32.7941,-79.8626,84.0,9.22
536,Carrollton,40,US,1650908972,60,32.9537,-96.8903,69.13,19.57
537,Ponta Delgada,40,PT,1650908711,72,37.7333,-25.6667,61.52,17.27
538,Neiafu,40,TO,1650908993,94,-18.65,-173.9833,77.68,2.3
539,Oussouye,3,SN,1650908993,38,12.485,-16.5469,109.58,13.09
540,Pogar,100,RU,1650908994,95,52.554,33.2591,53.69,4.99
541,Ambon City,40,ID,1650908944,94,-3.6954,128.1814,75.34,4.61
542,Kuytun,32,RU,1650908994,79,54.3419,101.5036,25.86,3.65
543,Ternate,91,ID,1650908994,79,0.8,127.4,81.25,1.54
544,Uppsala County,75,SE,1650908995,44,60.0,17.75,54.84,14.97
545,Luže,100,CZ,1650908995,99,49.8934,16.0285,48.85,2.15
546,Indramayu,98,ID,1650908882,82,-6.3264,108.32,80.35,5.3
547,Zhigansk,61,RU,1650908996,96,66.7697,123.3711,2.34,2.15
548,Mitú,44,CO,1650908997,81,1.1983,-70.1733,82.4,1.54
549,Montepuez,98,MZ,1650908997,96,-13.1256,38.9997,69.87,3.38
550,Wamba,67,NG,1650908998,46,8.9333,8.6,87.78,1.92
551,La Reforma,0,MX,1650908998,30,25.0833,-108.05,83.5,9.31
552,Bosaso,72,SO,1650908999,74,11.2842,49.1816,84.13,1.05
553,Ponta do Sol,50,PT,1650909000,81,32.6667,-17.1,67.12,10.38
554,Hirara,17,JP,1650909000,86,24.8,125.2833,78.89,17.2
555,Morondava,98,MG,1650909001,73,-20.2833,44.2833,81.75,6.33
556,Dangara,57,IN,1650909001,19,29.6799,75.8931,87.31,5.17
557,Evanston,75,US,1650909001,57,42.0411,-87.6901,52.97,16.11
558,Tigil',100,RU,1650909002,98,57.8,158.6667,26.94,3.65
559,Galveston,75,US,1650908878,74,29.3669,-94.9669,88.09,12.66
560,La Ronge,20,CA,1650909003,39,55.1001,-105.2842,26.85,12.66
561,Carutapera,97,BR,1650909003,81,-1.195,-46.02,81.09,7.85
562,Tandil,4,AR,1650908904,21,-37.3217,-59.1332,66.69,0.94
563,Goderich,99,CA,1650908932,71,43.7501,-81.7165,55.72,4.61
564,Taoudenni,0,ML,1650909004,14,22.6783,-3.9836,89.26,17.22
565,Shimoda,96,JP,1650909005,88,34.6667,138.95,63.1,1.23
566,Lima,40,PE,1650908718,82,-12.0432,-77.0282,64.65,4.61
567,St. George's,75,GD,1650908806,74,12.0564,-61.7485,83.88,5.75
568,Hūn,82,LY,1650909006,13,29.1268,15.9477,79.25,11.18
569,Tarko-Sale,40,RU,1650909006,92,64.9225,77.785,10.09,8.93
570,Bandiagara,20,ML,1650909007,9,14.3501,-3.6104,97.29,10.4
571,Talnakh,94,RU,1650909007,97,69.4865,88.3972,-0.8,4.05
572,Lagoa,2,PT,1650909008,72,39.05,-27.9833,58.19,12.86
573,Hailey,0,US,1650908866,35,43.5196,-114.3153,52.99,7.0
574,Rocha,100,UY,1650909008,97,-34.4833,-54.3333,67.19,4.47
575,Bethel,100,US,1650909007,34,41.3712,-73.414,63.41,3.44
576,Liwale,95,TZ,1650909009,97,-9.7667,37.9333,70.2,2.33
577,Galle,94,LK,1650909010,81,6.0367,80.217,80.74,0.76
578,Baijiantan,99,CN,1650909011,75,45.6333,85.1833,53.71,9.78
579,Wenling,100,CN,1650909012,99,28.3669,121.36,66.29,7.94
580,Verāval,0,IN,1650909012,60,20.9,70.3667,83.05,12.1
581,Palencia,18,ES,1650909013,54,42.4167,-4.5,64.92,3.98
